                                       Name,                      VariableName,  n, residual,  R^2,     RMSD,      %,          MSD,          SB,        SDSD,          LCS
                       PotatoCultivarKaraka,                   Potato.Leaf.LAI, 10,   -0.444,0.954,    0.592, 24.242,        0.350,       0.198,       0.008,        0.145
                       PotatoCultivarKaraka,          Potato.Leaf.SpecificArea, 10, 1492.029,0.155, 8525.943, 33.555, 72691705.888, 2226150.238,29767081.470, 40698474.179
                       PotatoCultivarKaraka,              Potato.Tuber.LiveFWt, 12, -279.942,0.983,  604.541, 11.915,   365469.442,   78367.754,  117347.314,   169754.374
                      PotatoCultivarNooksac,               Potato.Leaf.Live.Wt, 11,   -4.251,0.941,   16.259, 21.650,      264.343,      18.071,       8.579,      237.693
                      PotatoCultivarNooksac,               Potato.Stem.Live.Wt, 11,   14.478,0.126,   73.267, 76.243,     5368.074,     209.626,     119.635,     5038.813
                      PotatoCultivarNooksac,              Potato.Tuber.Live.Wt, 12,   76.166,0.992,  112.452, 13.856,    12645.362,    5801.226,    4162.060,     2682.076
                      PotatoCultivarNooksac,                Potato.Stem.Live.N,  5,   -0.655,0.928,    1.338, 43.573,        1.789,       0.430,       1.303,        0.057
                      PotatoCultivarNooksac,               Potato.Tuber.Live.N,  6,    0.659,0.977,    1.329,  9.621,        1.767,       0.434,       0.144,        1.189
                      PotatoCultivarNooksac,                   Potato.Leaf.LAI, 10,   -0.206,0.972,    0.396, 15.577,        0.157,       0.043,       0.013,        0.101
                      PotatoCultivarNooksac,          Potato.Leaf.SpecificArea, 10,   -5.057,0.209, 8447.812, 28.169, 71365524.748,      25.570,19023499.228, 52341999.950
                      PotatoCultivarNooksac,              Potato.Tuber.LiveFWt, 12,  332.894,0.988,  539.192, 13.524,   290727.868,  110818.317,   85218.756,    94690.794
                    PotatoCultivarRedRascal,               Potato.Leaf.Live.Wt, 11,   -8.744,0.951,   16.178, 20.849,      261.741,      76.450,      17.702,      167.589
                    PotatoCultivarRedRascal,               Potato.Stem.Live.Wt, 11, -143.694,0.503,  201.295, 75.666,    40519.796,   20647.889,   14979.081,     4892.826
                    PotatoCultivarRedRascal,              Potato.Tuber.Live.Wt, 12,  139.239,0.929,  223.805, 25.272,    50088.625,   19387.395,     397.001,    30304.229
                    PotatoCultivarRedRascal,                Potato.Stem.Live.N,  5,   -3.309,0.317,    3.542, 63.667,       12.549,      10.949,       0.923,        0.677
                    PotatoCultivarRedRascal,               Potato.Tuber.Live.N,  6,    2.338,0.906,    3.248, 24.018,       10.552,       5.465,       0.196,        4.891
                    PotatoCultivarRedRascal,                   Potato.Leaf.LAI, 10,   -0.265,0.909,    0.723, 27.009,        0.522,       0.070,       0.184,        0.269
                    PotatoCultivarRedRascal,          Potato.Leaf.SpecificArea, 10,   42.413,0.112, 6797.925, 21.925, 46211780.742,    1798.823, 7078797.332, 39131184.586
                    PotatoCultivarRedRascal,              Potato.Tuber.LiveFWt, 12,  553.908,0.962,  832.421, 17.756,   692925.046,  306813.627,   10773.695,   375337.723
                          PotatoCultivarRua,               Potato.Leaf.Live.Wt, 11,  -25.648,0.914,   32.888, 38.171,     1081.611,     657.840,      85.101,      338.670
                          PotatoCultivarRua,               Potato.Stem.Live.Wt, 11,  -55.367,0.706,   80.289, 47.582,     6446.317,    3065.481,    1749.504,     1631.333
                          PotatoCultivarRua,              Potato.Tuber.Live.Wt, 12,  124.292,0.920,  210.464, 26.754,    44295.066,   15448.461,      36.823,    28809.782
                          PotatoCultivarRua,                Potato.Stem.Live.N,  5,   -2.163,0.716,    2.409, 53.339,        5.802,       4.679,       0.907,        0.216
                          PotatoCultivarRua,               Potato.Tuber.Live.N,  6,    4.577,0.907,    5.087, 45.532,       25.875,      20.947,       0.398,        4.529
                          PotatoCultivarRua,                   Potato.Leaf.LAI, 10,   -0.642,0.841,    0.941, 36.386,        0.886,       0.412,       0.000,        0.474
                          PotatoCultivarRua,          Potato.Leaf.SpecificArea, 10, -419.510,0.210,11940.595, 44.375,142577812.121,  175988.741,19702715.852,122699107.528
                          PotatoCultivarRua,              Potato.Tuber.LiveFWt, 12,  460.085,0.949,  776.655, 19.650,   603193.556,  211678.603,     240.465,   391274.488
