                             Name,Experiment,   cultivar,Clock.Today,Potato.Leaf.CoverGreen,Cover_toterror
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-12,                 0.590,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-13,                 0.720,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-14,                 0.670,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-15,                 0.710,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-16,                 0.710,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-18,                 0.680,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-19,                 0.710,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-20,                 0.670,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-21,                 0.660,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-22,                 0.660,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-23,                 0.670,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-25,                 0.650,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-26,                 0.550,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-27,                 0.480,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-28,                 0.480,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-29,                 0.380,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-30,                 0.400,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-08-31,                 0.410,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-01,                 0.390,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-02,                 0.430,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-03,                 0.360,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-04,                 0.420,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-05,                 0.390,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-06,                 0.380,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-08,                 0.330,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-09,                 0.390,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-10,                 0.360,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-11,                 0.320,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-12,                 0.270,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-13,                 0.240,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-15,                 0.240,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-16,                 0.210,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-17,                 0.200,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-18,                 0.180,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-19,                 0.210,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-20,                 0.160,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-21,                 0.120,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-22,                 0.130,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-23,                 0.150,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-24,                 0.000,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-25,                 0.080,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-26,                 0.120,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-27,                 0.120,              
             SCRI_86Irrigationdry,   SCRI_86,Maris_Piper, 1986-09-29,                 0.130,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-21,                 0.000,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-23,                 0.000,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-24,                 0.000,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-25,                 0.000,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-26,                 0.020,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-27,                 0.030,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-28,                 0.070,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-29,                 0.120,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-06-30,                 0.130,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-01,                 0.170,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-02,                 0.220,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-03,                 0.260,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-04,                 0.300,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-05,                 0.330,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-07,                 0.370,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-08,                 0.420,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-09,                 0.410,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-10,                 0.470,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-11,                 0.500,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-12,                 0.480,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-14,                 0.550,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-15,                 0.560,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-16,                 0.600,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-17,                 0.660,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-18,                 0.620,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-19,                 0.670,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-21,                 0.690,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-22,                 0.710,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-23,                 0.730,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-24,                 0.760,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-25,                 0.750,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-26,                 0.720,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-27,                 0.740,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-28,                 0.760,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-29,                 0.800,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-30,                 0.800,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-07-31,                 0.780,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-01,                 0.780,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-05,                 0.850,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-06,                 0.850,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-07,                 0.840,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-08,                 0.860,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-09,                 0.860,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-11,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-12,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-13,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-14,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-15,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-16,                 0.890,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-18,                 0.890,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-19,                 0.890,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-20,                 0.890,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-21,                 0.900,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-22,                 0.900,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-23,                 0.900,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-25,                 0.900,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-26,                 0.890,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-27,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-28,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-29,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-30,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-08-31,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-01,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-02,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-03,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-04,                 0.880,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-05,                 0.900,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-06,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-08,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-09,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-10,                 0.870,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-11,                 0.850,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-12,                 0.840,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-13,                 0.840,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-15,                 0.840,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-16,                 0.830,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-17,                 0.850,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-18,                 0.810,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-19,                 0.840,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-20,                 0.800,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-21,                 0.750,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-22,                 0.770,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-23,                 0.720,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-24,                 0.000,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-25,                 0.080,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-26,                 0.030,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-27,                 0.170,              
             SCRI_86IrrigationIrr,   SCRI_86,Maris_Piper, 1986-09-29,                 0.030,              
