                             Name,Experiment,   cultivar,Clock.Today,Potato.Leaf.CoverGreen,Cover_toterror
    BaxtersSowing14OctPopulation2,   Baxters,    Burbank, 1998-12-07,                 0.330,         0.133
    BaxtersSowing14OctPopulation2,   Baxters,    Burbank, 1998-12-20,                 0.650,         0.106
    BaxtersSowing14OctPopulation2,   Baxters,    Burbank, 1998-12-31,                 0.850,         0.067
    BaxtersSowing14OctPopulation4,   Baxters,    Burbank, 1998-12-07,                 0.310,         0.165
    BaxtersSowing14OctPopulation4,   Baxters,    Burbank, 1998-12-20,                 0.780,         0.119
    BaxtersSowing14OctPopulation4,   Baxters,    Burbank, 1998-12-31,                 0.910,         0.026
    BaxtersSowing23NovPopulation2,   Baxters,    Burbank, 1998-12-07,                 0.000,         0.000
    BaxtersSowing23NovPopulation2,   Baxters,    Burbank, 1998-12-20,                 0.110,         0.062
    BaxtersSowing23NovPopulation2,   Baxters,    Burbank, 1998-12-31,                 0.350,         0.055
    BaxtersSowing23NovPopulation4,   Baxters,    Burbank, 1998-12-07,                 0.000,         0.000
    BaxtersSowing23NovPopulation4,   Baxters,    Burbank, 1998-12-20,                 0.120,         0.036
    BaxtersSowing23NovPopulation4,   Baxters,    Burbank, 1998-12-31,                 0.520,         0.056
     BaxtersSowing2NovPopulation2,   Baxters,    Burbank, 1998-12-07,                 0.230,         0.020
     BaxtersSowing2NovPopulation2,   Baxters,    Burbank, 1998-12-20,                 0.460,         0.052
     BaxtersSowing2NovPopulation2,   Baxters,    Burbank, 1998-12-31,                 0.670,         0.116
     BaxtersSowing2NovPopulation4,   Baxters,    Burbank, 1998-12-07,                 0.190,         0.012
     BaxtersSowing2NovPopulation4,   Baxters,    Burbank, 1998-12-20,                 0.510,         0.096
     BaxtersSowing2NovPopulation4,   Baxters,    Burbank, 1998-12-31,                 0.790,         0.046
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1992-12-14,                 0.240,         0.154
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1992-12-28,                 0.760,         0.019
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-01-11,                 0.910,         0.025
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-01-25,                 0.960,         0.024
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-02-10,                 0.950,         0.031
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-02-22,                 0.920,         0.020
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-03-08,                 0.720,         0.162
           lynettsFertiliser1_Nil,   Lynetts,    Burbank, 1993-03-26,                 0.120,         0.055
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1992-12-14,                 0.260,         0.196
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1992-12-28,                 0.790,         0.021
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-01-11,                 0.960,         0.021
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-01-25,                 0.970,         0.014
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-02-10,                 0.970,         0.019
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-02-22,                 0.970,         0.014
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-03-08,                 0.880,         0.071
 lynettsFertiliser2_75kg_planting,   Lynetts,    Burbank, 1993-03-26,                 0.240,         0.096
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1992-12-14,                 0.320,         0.135
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1992-12-28,                 0.810,         0.048
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-01-11,                 0.960,         0.010
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-01-25,                 0.980,         0.009
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-02-10,                 0.970,         0.018
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-02-22,                 0.950,         0.025
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-03-08,                 0.910,         0.059
lynettsFertiliser3_150kg_planting,   Lynetts,    Burbank, 1993-03-26,                 0.490,         0.199
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1992-12-14,                 0.330,         0.188
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1992-12-28,                 0.780,         0.077
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-01-11,                 0.960,         0.023
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-01-25,                 0.970,         0.019
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-02-10,                 0.990,         0.013
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-02-22,                 0.980,         0.006
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-03-08,                 0.930,         0.014
lynettsFertiliser4_300kg_planting,   Lynetts,    Burbank, 1993-03-26,                 0.510,         0.143
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1992-12-14,                 0.380,         0.197
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1992-12-28,                 0.800,         0.013
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-01-11,                 0.950,         0.013
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-01-25,                 0.980,         0.013
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-02-10,                 0.970,         0.013
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-02-22,                 0.960,         0.023
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-03-08,                 0.890,         0.029
    lynettsFertiliser5_75kg_split,   Lynetts,    Burbank, 1993-03-26,                 0.260,         0.123
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1992-12-14,                 0.460,         0.159
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1992-12-28,                 0.810,         0.027
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-01-11,                 0.940,         0.020
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-01-25,                 0.980,         0.012
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-02-10,                 0.970,         0.009
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-02-22,                 0.970,         0.017
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-03-08,                 0.860,         0.057
   lynettsFertiliser6_150kg_split,   Lynetts,    Burbank, 1993-03-26,                 0.450,         0.197
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1992-12-14,                 0.340,         0.263
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1992-12-28,                 0.790,         0.046
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-01-11,                 0.960,         0.014
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-01-25,                 0.990,         0.004
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-02-10,                 0.980,         0.006
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-02-22,                 0.980,         0.013
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-03-08,                 0.930,         0.058
   lynettsFertiliser7_300kg_split,   Lynetts,    Burbank, 1993-03-26,                 0.700,         0.182
            PotatoCultivarBurbank,    Potato,    Burbank, 2003-11-12,                 0.000,         0.000
            PotatoCultivarBurbank,    Potato,    Burbank, 2003-12-01,                 0.480,         0.033
            PotatoCultivarBurbank,    Potato,    Burbank, 2003-12-08,                 0.720,         0.136
            PotatoCultivarBurbank,    Potato,    Burbank, 2003-12-17,                 0.940,         0.025
            PotatoCultivarBurbank,    Potato,    Burbank, 2004-01-07,                 1.000,         0.000
            PotatoCultivarHorizon,    Potato,    Horizon, 2003-11-13,                 0.000,         0.000
            PotatoCultivarHorizon,    Potato,    Horizon, 2003-12-01,                 0.440,         0.031
            PotatoCultivarHorizon,    Potato,    Horizon, 2003-12-08,                 0.720,         0.053
            PotatoCultivarHorizon,    Potato,    Horizon, 2003-12-17,                 0.950,         0.015
            PotatoCultivarHorizon,    Potato,    Horizon, 2004-01-07,                 1.000,         0.000
          PotatoCultivarIlamHardy,    Potato,  IlamHardy, 2003-11-12,                 0.000,         0.000
          PotatoCultivarIlamHardy,    Potato,  IlamHardy, 2003-12-01,                 0.590,         0.048
          PotatoCultivarIlamHardy,    Potato,  IlamHardy, 2003-12-08,                 0.840,         0.112
          PotatoCultivarIlamHardy,    Potato,  IlamHardy, 2003-12-17,                 0.980,         0.025
          PotatoCultivarIlamHardy,    Potato,  IlamHardy, 2004-01-07,                 1.000,         0.000
        PotatoCultivarJerseyBenny,    Potato,JerseyBenny, 2003-11-16,                 0.000,         0.000
        PotatoCultivarJerseyBenny,    Potato,JerseyBenny, 2003-12-01,                 0.430,         0.025
        PotatoCultivarJerseyBenny,    Potato,JerseyBenny, 2003-12-08,                 0.680,         0.112
        PotatoCultivarJerseyBenny,    Potato,JerseyBenny, 2003-12-17,                 0.960,         0.023
        PotatoCultivarJerseyBenny,    Potato,JerseyBenny, 2004-01-07,                 1.000,         0.000
             PotatoCultivarKaraka,    Potato,     Karaka, 2003-11-13,                 0.000,         0.000
             PotatoCultivarKaraka,    Potato,     Karaka, 2003-12-01,                 0.530,         0.028
             PotatoCultivarKaraka,    Potato,     Karaka, 2003-12-08,                 0.790,         0.045
             PotatoCultivarKaraka,    Potato,     Karaka, 2003-12-17,                 0.950,         0.029
             PotatoCultivarKaraka,    Potato,     Karaka, 2004-01-07,                 1.000,         0.000
            PotatoCultivarNooksac,    Potato,    Nooksac, 2003-11-17,                 0.000,         0.000
            PotatoCultivarNooksac,    Potato,    Nooksac, 2003-12-01,                 0.250,         0.016
            PotatoCultivarNooksac,    Potato,    Nooksac, 2003-12-08,                 0.530,         0.039
            PotatoCultivarNooksac,    Potato,    Nooksac, 2003-12-17,                 0.850,         0.058
            PotatoCultivarNooksac,    Potato,    Nooksac, 2004-01-07,                 1.000,         0.000
          PotatoCultivarRedRascal,    Potato,  RedRascal, 2003-11-14,                 0.000,         0.000
          PotatoCultivarRedRascal,    Potato,  RedRascal, 2003-12-01,                 0.490,         0.021
          PotatoCultivarRedRascal,    Potato,  RedRascal, 2003-12-08,                 0.740,         0.035
          PotatoCultivarRedRascal,    Potato,  RedRascal, 2003-12-17,                 0.960,         0.018
          PotatoCultivarRedRascal,    Potato,  RedRascal, 2004-01-07,                 1.000,         0.000
                PotatoCultivarRua,    Potato,        Rua, 2003-11-14,                 0.000,         0.000
                PotatoCultivarRua,    Potato,        Rua, 2003-12-01,                 0.260,         0.052
                PotatoCultivarRua,    Potato,        Rua, 2003-12-08,                 0.510,         0.063
                PotatoCultivarRua,    Potato,        Rua, 2003-12-17,                 0.840,         0.067
                PotatoCultivarRua,    Potato,        Rua, 2004-01-07,                 1.000,         0.000
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-01-07,                 0.200,         0.016
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-01-21,                 0.800,         0.085
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-01-27,                 0.920,         0.052
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-02-05,                 0.980,         0.014
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-02-08,                 0.980,         0.015
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-03-08,                 0.990,         0.004
    PYMCultivarBurbankSowingDec98,       PYM,    Burbank, 1999-03-22,                 0.990,         0.006
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1998-12-16,                 0.190,         0.047
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1998-12-30,                 0.390,         0.132
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-01-07,                 0.810,         0.124
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-01-21,                 0.970,         0.030
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-01-27,                 0.990,         0.006
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-02-05,                 0.990,         0.005
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-02-08,                 1.000,         0.003
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-03-08,                 1.000,         0.002
    PYMCultivarBurbankSowingNov98,       PYM,    Burbank, 1999-03-22,                 0.980,         0.006
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 1999-12-01,                 0.130,         0.020
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 1999-12-10,                 0.290,         0.045
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 1999-12-16,                 0.380,         0.076
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 1999-12-24,                 0.680,         0.156
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 2000-01-14,                 0.950,         0.059
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 2000-01-20,                 0.950,         0.065
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 2000-02-02,                 0.960,         0.044
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 2000-02-17,                 0.940,         0.064
    PYMCultivarBurbankSowingNov99,       PYM,    Burbank, 2000-02-24,                 0.960,         0.044
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 1999-11-24,                 0.250,         0.029
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 1999-12-01,                 0.460,         0.082
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 1999-12-10,                 0.640,         0.107
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 1999-12-16,                 0.740,         0.054
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 1999-12-24,                 0.960,         0.015
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-01-14,                 0.990,         0.011
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-01-20,                 0.980,         0.022
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-02-02,                 0.970,         0.006
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-02-17,                 0.940,         0.032
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-02-24,                 0.950,         0.016
    PYMCultivarBurbankSowingOct99,       PYM,    Burbank, 2000-03-10,                 0.890,         0.019
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-01-07,                 0.080,         0.017
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-01-21,                 0.360,         0.085
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-01-27,                 0.620,         0.089
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-02-05,                 0.760,         0.095
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-02-08,                 0.970,         0.018
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-03-08,                 1.000,         0.001
     PYMCultivarFiannaSowingDec98,       PYM,     Fianna, 1999-03-22,                 1.000,         0.001
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1998-12-16,                 0.200,         0.068
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1998-12-30,                 0.450,         0.065
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-01-07,                 0.600,         0.082
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-01-21,                 0.980,         0.009
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-01-27,                 0.990,         0.007
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-02-05,                 0.990,         0.005
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-02-08,                 0.990,         0.005
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-03-08,                 0.990,         0.007
     PYMCultivarFiannaSowingNov98,       PYM,     Fianna, 1999-03-22,                 0.990,         0.006
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 1999-12-01,                 0.110,         0.034
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 1999-12-10,                 0.250,         0.023
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 1999-12-16,                 0.290,         0.051
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 1999-12-24,                 0.530,         0.039
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 2000-01-14,                 0.820,         0.171
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 2000-01-20,                 0.890,         0.132
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 2000-02-02,                 0.930,         0.080
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 2000-02-17,                 0.970,         0.022
     PYMCultivarFiannaSowingNov99,       PYM,     Fianna, 2000-02-24,                 0.960,         0.030
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 1999-11-24,                 0.230,         0.042
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 1999-12-01,                 0.390,         0.063
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 1999-12-10,                 0.410,         0.085
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 1999-12-16,                 0.480,         0.169
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 1999-12-24,                 0.830,         0.123
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-01-14,                 0.920,         0.083
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-01-20,                 0.920,         0.107
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-02-02,                 0.980,         0.007
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-02-17,                 0.970,         0.012
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-02-24,                 0.950,         0.050
     PYMCultivarFiannaSowingOct99,       PYM,     Fianna, 2000-03-10,                 0.940,         0.060
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-01-07,                 0.190,         0.017
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-01-21,                 0.480,         0.156
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-01-27,                 0.790,         0.102
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-02-05,                 0.910,         0.147
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-02-08,                 0.980,         0.030
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-03-08,                 0.990,         0.003
     PYMCultivarRangerSowingDec98,       PYM,     Ranger, 1999-03-22,                 0.980,         0.013
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1998-12-16,                 0.220,         0.060
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1998-12-30,                 0.410,         0.136
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-01-07,                 0.560,         0.025
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-01-21,                 0.980,         0.019
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-01-27,                 0.990,         0.009
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-02-05,                 1.000,         0.001
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-02-08,                 1.000,         0.005
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-03-08,                 1.000,         0.004
     PYMCultivarRangerSowingNov98,       PYM,     Ranger, 1999-03-22,                 0.990,         0.011
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 1999-12-01,                 0.170,         0.024
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 1999-12-10,                 0.320,         0.045
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 1999-12-16,                 0.310,         0.077
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 1999-12-24,                 0.600,         0.093
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 2000-01-14,                 0.900,         0.075
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 2000-01-20,                 0.950,         0.041
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 2000-02-02,                 0.950,         0.025
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 2000-02-17,                 0.970,         0.017
     PYMCultivarRangerSowingNov99,       PYM,     Ranger, 2000-02-24,                 0.960,         0.019
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 1999-11-24,                 0.270,         0.023
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 1999-12-01,                 0.460,         0.049
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 1999-12-10,                 0.610,         0.083
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 1999-12-16,                 0.640,         0.043
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 1999-12-24,                 0.870,         0.066
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-01-14,                 0.950,         0.016
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-01-20,                 0.950,         0.010
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-02-02,                 0.940,         0.036
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-02-17,                 0.940,         0.049
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-02-24,                 0.890,         0.063
     PYMCultivarRangerSowingOct99,       PYM,     Ranger, 2000-03-10,                 0.880,         0.076
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-19,                 0.360,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-20,                 0.450,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-21,                 0.520,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-22,                 0.550,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-23,                 0.580,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-24,                 0.580,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-25,                 0.610,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-26,                 0.600,              
          SCRI_84Fertiliser240kgN,   SCRI_84,Maris_Piper, 1984-06-27,                 0.610,              
